68050, 100078
68050, 178
68354, 189
13174, 190
280, 59943
9371, 342
420, 10541
55235, 518
532, 77822
10364, 62975
697, 62975
14351, 84313
14351, 29332
772, 84313
14351, 11311
63688, 11311
11311, 84313
11311, 29332
13458, 52280
13458, 84313
11311, 14645
33585, 14645
63688, 13458
14351, 13458
63688, 84313
14645, 84313
772, 63688
772, 11311
52280, 84313
772, 29332
772, 14351
63688, 14351
808, 28213
53936, 949
78054, 1039
1080, 85717
47839, 1327
39047, 84942
13925, 1358
84942, 28213
13925, 39047
75361, 62106
1371, 16091
102960, 78796
1429, 30678
72262, 79943
52961, 72262
52961, 21981
79943, 21981
73897, 103222
73897, 1610
1610, 103222
15608, 1610
95514, 20741
20741, 1623
1632, 50744
72928, 1649
52096, 35854
76763, 1757
58438, 51036
2000, 21974
2000, 42121
42121, 66888
2000, 66888
25995, 2225
88451, 25995
51760, 48343
88451, 6160
25995, 48343
88451, 2225
90134, 48408
56145, 2239
81067, 48408
90134, 2239
48408, 2239
89770, 26442
11718, 89770
2432, 19191
52851, 2453
79410, 2486
98098, 2558
31648, 2583
2584, 32332
2643, 34743
65762, 2670
31092, 2670
42416, 31092
2713, 32180
2740, 7623
78170, 2812
2825, 88906
2827, 53645
85769, 90182
72788, 47711
5485, 13751
3046, 13751
94530, 3115
15745, 3268
103121, 3269
3276, 50502
30577, 3282
90442, 18075
3296, 90442
87337, 91501
65968, 76479
3401, 65968
3401, 76479
79526, 65968
79526, 87337
89736, 3401
87337, 65968
79526, 3401
39136, 87337
71304, 92473
71304, 3487
76687, 3543
3585, 88290
3654, 42735
54128, 42181
86881, 3783
3947, 35031
3947, 89677
3947, 93829
3952, 54679
100321, 3960
36244, 3960
101959, 3960
101959, 58515
100321, 101959
58515, 36244
75013, 3973
78935, 81852
3973, 35026
48401, 68973
70263, 83420
42054, 4309
42054, 102002
18193, 4309
42054, 70263
18193, 70263
42054, 18193
18193, 83420
4309, 70263
4314, 87946
4332, 68660
78850, 69486
4457, 12701
4461, 33198
21209, 62022
19227, 4563
4652, 76935
4652, 64613
4698, 90427
96113, 32307
32307, 60621
4698, 32307
25522, 4924
4988, 31175
67357, 5062
9977, 83728
66239, 5319
52356, 5331
5352, 20813
5354, 51294
39098, 5354
94932, 54042
57101, 8153
8153, 54042
30659, 86735
30659, 9689
39464, 27984
30659, 64431
5829, 9689
27984, 9689
86735, 9689
5829, 86735
30659, 5829
5829, 27984
18387, 98687
5832, 98687
82444, 18387
5832, 18387
82444, 98687
74991, 18387
5832, 74991
5835, 30289
98763, 30289
5835, 98763
46882, 5835
46882, 98763
51660, 30289
46882, 51660
5835, 51660
38112, 46882
46882, 30289
14504, 5975
50090, 6079
71539, 6143
6200, 7787
45483, 20527
100743, 66585
100743, 53305
92042, 45483
83457, 66585
66585, 53305
92042, 20527
83457, 92042
45483, 33775
92042, 66491
92042, 66585
66585, 25627
39429, 66585
83457, 100861
20527, 33775
83457, 25627
6378, 49541
73568, 6410
6776, 67819
32110, 6887
6923, 24941
17732, 6951
84694, 29306
6951, 90940
67538, 56619
6971, 96693
11592, 6971
7216, 62162
7393, 45167
33432, 7623
7802, 46763
52773, 94606
7872, 52773
7913, 93650
35075, 50774
7913, 50774
88032, 7913
7993, 31890
75288, 8001
8052, 44292
28706, 43055
28706, 8054
8054, 43055
72656, 8090
92369, 19018
92369, 48471
8090, 19018
92369, 8090
19018, 48471
19296, 8207
49610, 8267
15857, 8314
54287, 63654
12394, 60693
67136, 8369
86869, 66298
79520, 38727
81508, 8399
84710, 8415
8506, 73884
75657, 70763
93281, 75657
75657, 8908
85072, 9139
9506, 46091
88730, 19707
9548, 88730
9579, 91275
53266, 9684
102708, 9863
9872, 96731
9939, 12636
100696, 39241
100696, 10053
10232, 41293
10429, 91726
10444, 92079
41273, 62277
41273, 10444
14152, 10541
71614, 10582
90076, 18820
70632, 10754
10794, 95147
10849, 79620
10944, 82841
10944, 71057
55272, 82269
33153, 11126
60892, 11245
11300, 103453
11458, 35155
62792, 11458
79245, 72854
11458, 79245
11458, 72854
87397, 15611
70518, 12859
87397, 12859
43849, 38075
43849, 40207
38075, 40207
24604, 11693
11693, 26103
70355, 101027
30585, 11822
51236, 20028
11848, 19031
51236, 40847
51236, 19031
11848, 20028
82459, 20028
92174, 20028
20028, 70623
51236, 82459
19031, 82459
11848, 82459
21070, 19031
19031, 20028
40847, 70623
40847, 20028
40847, 92174
51236, 92174
51236, 70623
88191, 12071
12132, 17237
12163, 30219
30219, 72300
36033, 75500
12177, 93574
26661, 49031
12214, 49031
18866, 12214
80506, 12277
68240, 29882
87525, 96209
24192, 98266
93828, 98266
90656, 46949
24192, 67618
67618, 98266
95345, 12551
12713, 87337
12752, 99930
92776, 12830
12834, 90803
12875, 45141
52316, 12895
78758, 12895
52316, 78758
74288, 12942
84375, 12966
84375, 29198
12966, 29198
48179, 13095
97747, 13095
24274, 41525
13409, 54785
13416, 50126
70899, 46526
49469, 76327
84272, 76327
13890, 32514
24068, 13934
13976, 101033
87552, 23937
23937, 103319
39911, 34186
23937, 39911
39911, 103319
61449, 14162
67816, 14225
19319, 14295
93172, 14333
48385, 14645
19534, 75864
14818, 19534
98601, 86646
86646, 14831
62018, 14835
62018, 51862
49313, 14892
14949, 20935
14949, 97262
14984, 73299
69758, 76687
15140, 76687
27389, 76687
66354, 15147
23539, 80924
23539, 15193
46795, 17103
46795, 23539
97991, 15335
15384, 62307
15396, 22292
85092, 15407
18141, 15407
15424, 21686
21686, 64920
64920, 97788
15490, 75814
74093, 49869
49869, 71673
15490, 49869
74093, 41214
49869, 41214
15916, 69407
52943, 15967
34344, 51155
15978, 51155
66977, 16100
16122, 27706
53585, 16143
16449, 54012
45244, 16484
76249, 16509
46016, 64256
65632, 98497
51139, 87613
51139, 70063
51139, 59532
98497, 59532
65632, 77330
98497, 77330
98497, 87613
65632, 51139
59532, 77330
77330, 87613
80715, 70063
59532, 87613
80715, 77330
17097, 94382
17120, 52760
52760, 83362
83362, 93964
52760, 93964
17120, 83362
61924, 93096
17460, 93096
61924, 17460
70623, 17551
18016, 72157
47220, 18044
76324, 18285
26576, 18285
76627, 52380
76627, 92915
76627, 18362
99244, 76627
41765, 76627
41765, 18362
41765, 52380
99244, 52380
52453, 56568
18480, 56568
56568, 37913
83564, 18480
44880, 37913
44880, 56568
82840, 18529
41376, 62055
65797, 102336
36834, 18996
71296, 82748
18996, 82748
71296, 18996
19048, 55230
83189, 50190
83189, 54558
19858, 26103
19987, 52340
32780, 20061
32802, 20086
20210, 35294
20365, 69407
20443, 65887
56509, 65887
20443, 56509
20465, 62022
20520, 79140
20545, 38198
20692, 91357
20788, 78566
46514, 21038
21046, 30983
21090, 24941
82444, 21198
21233, 76006
77280, 21238
22061, 36878
36878, 56528
36878, 31663
31663, 90968
77280, 90968
31663, 56528
95986, 21239
52380, 31959
21659, 97901
44292, 78439
21836, 78439
21836, 44292
21836, 73063
61082, 21836
21864, 25306
31019, 101882
90211, 100211
31019, 102425
66323, 102425
31019, 66323
66323, 61523
103482, 101882
61523, 102425
31019, 61523
22044, 23015
63081, 65110
84764, 65110
56690, 78516
56690, 36468
22368, 49779
50435, 101483
50435, 47112
101483, 22476
22554, 22973
77618, 22555
89125, 22558
98763, 22558
98763, 89125
66754, 22654
78748, 24343
57740, 35579
23044, 65535
23057, 71127
23057, 83195
23371, 30396
31562, 60437
23797, 43038
27884, 23895
23897, 82644
38954, 70061
23930, 70061
74264, 38954
71534, 23959
75337, 24050
24211, 52303
26985, 41591
24267, 73451
81724, 24278
78612, 24493
88593, 24622
24800, 68786
98298, 48429
68874, 25084
25109, 76191
25224, 37165
37165, 40377
25224, 37960
31851, 25478
90009, 25531
65226, 25566
73297, 52595
73297, 25629
41398, 51935
81504, 25731
82776, 25943
56539, 65510
34617, 26178
26322, 94156
26659, 48477
26969, 80042
64055, 26969
91146, 26969
91146, 64055
26984, 96998
27002, 27706
55218, 27043
101543, 55615
55615, 27055
73297, 27164
27299, 29965
37569, 27362
27362, 78646
51027, 86923
45686, 27390
85041, 27415
77627, 34702
34702, 74750
77627, 74750
27604, 82012
27625, 98459
28123, 85731
28176, 78758
28232, 63111
32306, 28327
28346, 65283
28448, 53641
44887, 94206
28534, 94206
45147, 52820
28560, 52820
28714, 102141
28774, 57663
31133, 29047
90659, 29068
29250, 47229
103121, 29474
66715, 29695
54145, 29732
56298, 29839
29865, 90659
95211, 90295
40312, 29959
87705, 30022
31355, 30022
31488, 30286
30395, 51236
85752, 30452
32368, 30611
42760, 44598
54244, 31127
31140, 58116
31142, 57847
74168, 55902
74168, 44147
44147, 31220
74168, 31220
77754, 31366
31384, 100293
31457, 31663
42661, 31551
31667, 95390
70208, 65179
31686, 65179
31818, 93460
93602, 31858
32688, 32018
65528, 96380
65528, 32159
32264, 52148
32286, 51415
32305, 94018
71563, 32305
71563, 58751
66220, 32305
32305, 58751
66220, 83473
48094, 32342
37295, 32503
32545, 84906
32545, 48908
86400, 32556
72989, 32589
32589, 89494
82031, 94373
82031, 32671
32688, 78268
48512, 32710
32710, 46797
33965, 32823
48475, 33965
33243, 82748
33259, 85860
33808, 62421
44280, 33931
33996, 83293
86810, 34061
90048, 34270
71304, 34309
38036, 34365
34392, 62730
34798, 39999
34827, 59549
34864, 78612
34898, 83079
85466, 83079
85466, 34898
35066, 100963
35251, 72603
35273, 66828
95243, 35438
81861, 35438
90930, 81861
90930, 35438
47595, 35463
77558, 38127
35601, 77558
70425, 70542
83193, 35829
50502, 35926
36123, 83199
36307, 40005
36382, 80271
36456, 37513
36488, 49001
102009, 36634
90328, 36691
39382, 36719
85298, 37038
37235, 102461
39473, 37358
62188, 37358
37363, 90296
87312, 37363
44468, 45951
103393, 45951
37739, 56670
37884, 95869
66065, 37898
68770, 38164
38417, 46265
59928, 38498
38585, 92247
57976, 38802
38866, 74750
74064, 38894
61192, 98727
60979, 39423
39570, 87666
90196, 39606
61658, 39906
95441, 39981
40032, 54147
40032, 67336
67336, 54147
64378, 44383
40683, 71965
80394, 40741
41259, 69627
72817, 41262
41363, 70844
41388, 71671
75984, 41717
41970, 77895
73281, 42428
42820, 56567
92766, 47282
92766, 43038
43048, 101039
57774, 79227
89763, 79227
89763, 57774
43131, 76767
52405, 43446
82184, 43663
86646, 52492
75716, 44132
44184, 101543
44385, 100814
56871, 100536
103121, 53845
44413, 66461
59532, 44468
97315, 44702
102697, 48524
75345, 45287
45332, 70543
45419, 81286
47910, 51850
61714, 88627
98608, 45961
82334, 46063
68158, 87948
56201, 98102
46176, 82182
68722, 54966
80506, 93765
102741, 47431
102648, 47673
52170, 47839
48626, 58659
53314, 102743
53314, 48670
48670, 102743
96403, 48709
86904, 53893
49120, 65480
49400, 82519
49505, 56515
49627, 93719
50126, 67375
50337, 101778
63259, 50356
50413, 93703
96042, 51380
62341, 51534
51811, 79559
55757, 52175
99117, 55757
52331, 79396
102945, 81962
81962, 52431
102945, 52431
97377, 52431
88730, 52595
52764, 58751
53369, 74199
53939, 81781
98720, 54147
80098, 62975
64307, 69150
54565, 74447
54565, 69150
74447, 69150
61139, 54620
83553, 54620
67218, 54661
54945, 79713
55080, 61825
55083, 86197
64773, 55083
91201, 77671
91201, 55083
61249, 55692
65161, 65404
57272, 86091
57845, 80814
100480, 57895
58728, 74842
84596, 58884
70707, 59158
93280, 59411
97621, 60254
91282, 60382
85944, 60482
61273, 60714
60930, 80405
61505, 85043
96075, 61924
66065, 62018
62018, 82444
66065, 82444
62376, 80155
96369, 62757
63874, 103542
63982, 65423
81861, 79013
68626, 64279
64320, 72387
99697, 64644
73409, 64749
64827, 71685
68331, 65525
72681, 65534
65560, 74356
66506, 77235
68158, 66599
91179, 66654
103009, 66754
66754, 99884
67218, 81442
96368, 68130
68236, 99085
68402, 86231
68737, 100674
68861, 75966
97824, 69307
99162, 69407
72587, 101455
69454, 101455
69464, 92568
70368, 74000
70454, 87767
70882, 76078
71268, 82677
88822, 84391
85905, 71758
71835, 96188
85840, 72292
72379, 76078
72693, 81967
72872, 97239
72898, 98613
72962, 76479
76072, 72962
93875, 73148
101325, 73421
74000, 102727
102441, 74895
80680, 75316
81370, 75484
86184, 75615
97913, 76055
96650, 77398
85110, 78206
83833, 79391
79626, 86198
86772, 80381
86042, 81116
81355, 87437
81705, 92294
81952, 89377
82588, 87102
98318, 83527
89069, 83925
85266, 89763
102495, 85687
86322, 88036
88836, 101149
93980, 100582
103625, 96930
101593, 101212
68050, 100078
68050, 178
68354, 189
13174, 190
280, 59943
9371, 342
420, 10541
55235, 518
532, 77822
10364, 62975
697, 62975
14351, 84313
14351, 29332
772, 84313
14351, 11311
63688, 11311
11311, 84313
11311, 29332
13458, 52280
13458, 84313
11311, 14645
33585, 14645
63688, 13458
14351, 13458
63688, 84313
14645, 84313
772, 63688
772, 11311
52280, 84313
772, 29332
772, 14351
63688, 14351
808, 28213
53936, 949
78054, 1039
1080, 85717
47839, 1327
39047, 84942
13925, 1358
84942, 28213
13925, 39047
75361, 62106
1371, 16091
102960, 78796
1429, 30678
72262, 79943
52961, 72262
52961, 21981
79943, 21981
73897, 103222
73897, 1610
1610, 103222
15608, 1610
95514, 20741
20741, 1623
1632, 50744
72928, 1649
52096, 35854
76763, 1757
58438, 51036
2000, 21974
2000, 42121
42121, 66888
2000, 66888
25995, 2225
88451, 25995
51760, 48343
88451, 6160
25995, 48343
88451, 2225
90134, 48408
56145, 2239
81067, 48408
90134, 2239
48408, 2239
89770, 26442
11718, 89770
2432, 19191
52851, 2453
79410, 2486
98098, 2558
31648, 2583
2584, 32332
2643, 34743
65762, 2670
31092, 2670
42416, 31092
2713, 32180
2740, 7623
78170, 2812
2825, 88906
2827, 53645
85769, 90182
72788, 47711
5485, 13751
3046, 13751
94530, 3115
15745, 3268
103121, 3269
3276, 50502
30577, 3282
90442, 18075
3296, 90442
87337, 91501
65968, 76479
3401, 65968
3401, 76479
79526, 65968
79526, 87337
89736, 3401
87337, 65968
79526, 3401
39136, 87337
71304, 92473
71304, 3487
76687, 3543
3585, 88290
3654, 42735
54128, 42181
86881, 3783
3947, 35031
3947, 89677
3947, 93829
3952, 54679
100321, 3960
36244, 3960
101959, 3960
101959, 58515
100321, 101959
58515, 36244
75013, 3973
78935, 81852
3973, 35026
48401, 68973
70263, 83420
42054, 4309
42054, 102002
18193, 4309
42054, 70263
18193, 70263
42054, 18193
18193, 83420
4309, 70263
4314, 87946
4332, 68660
78850, 69486
4457, 12701
4461, 33198
21209, 62022
19227, 4563
4652, 76935
4652, 64613
4698, 90427
96113, 32307
32307, 60621
4698, 32307
25522, 4924
4988, 31175
67357, 5062
9977, 83728
66239, 5319
52356, 5331
5352, 20813
5354, 51294
39098, 5354
94932, 54042
57101, 8153
8153, 54042
30659, 86735
30659, 9689
39464, 27984
30659, 64431
5829, 9689
27984, 9689
86735, 9689
5829, 86735
30659, 5829
5829, 27984
18387, 98687
5832, 98687
82444, 18387
5832, 18387
82444, 98687
74991, 18387
5832, 74991
5835, 30289
98763, 30289
5835, 98763
46882, 5835
46882, 98763
51660, 30289
46882, 51660
5835, 51660
38112, 46882
46882, 30289
14504, 5975
50090, 6079
71539, 6143
6200, 7787
45483, 20527
100743, 66585
100743, 53305
92042, 45483
83457, 66585
66585, 53305
92042, 20527
83457, 92042
45483, 33775
92042, 66491
92042, 66585
66585, 25627
39429, 66585
83457, 100861
20527, 33775
83457, 25627
6378, 49541
73568, 6410
6776, 67819
32110, 6887
6923, 24941
17732, 6951
84694, 29306
6951, 90940
67538, 56619
6971, 96693
11592, 6971
7216, 62162
7393, 45167
33432, 7623
7802, 46763
52773, 94606
7872, 52773
7913, 93650
35075, 50774
7913, 50774
88032, 7913
7993, 31890
75288, 8001
8052, 44292
28706, 43055
28706, 8054
8054, 43055
72656, 8090
92369, 19018
92369, 48471
8090, 19018
92369, 8090
19018, 48471
19296, 8207
49610, 8267
15857, 8314
54287, 63654
12394, 60693
67136, 8369
86869, 66298
79520, 38727
81508, 8399
84710, 8415
8506, 73884
75657, 70763
93281, 75657
75657, 8908
85072, 9139
9506, 46091
88730, 19707
9548, 88730
9579, 91275
53266, 9684
102708, 9863
9872, 96731
9939, 12636
100696, 39241
100696, 10053
10232, 41293
10429, 91726
10444, 92079
41273, 62277
41273, 10444
14152, 10541
71614, 10582
90076, 18820
70632, 10754
10794, 95147
10849, 79620
10944, 82841
10944, 71057
55272, 82269
33153, 11126
60892, 11245
11300, 103453
11458, 35155
62792, 11458
79245, 72854
11458, 79245
11458, 72854
87397, 15611
70518, 12859
87397, 12859
43849, 38075
43849, 40207
38075, 40207
24604, 11693
11693, 26103
70355, 101027
30585, 11822
51236, 20028
11848, 19031
51236, 40847
51236, 19031
11848, 20028
82459, 20028
92174, 20028
20028, 70623
51236, 82459
19031, 82459
11848, 82459
21070, 19031
19031, 20028
40847, 70623
40847, 20028
40847, 92174
51236, 92174
51236, 70623
88191, 12071
12132, 17237
12163, 30219
30219, 72300
36033, 75500
12177, 93574
26661, 49031
12214, 49031
18866, 12214
80506, 12277
68240, 29882
87525, 96209
24192, 98266
93828, 98266
90656, 46949
24192, 67618
67618, 98266
95345, 12551
12713, 87337
12752, 99930
92776, 12830
12834, 90803
12875, 45141
52316, 12895
78758, 12895
52316, 78758
74288, 12942
84375, 12966
84375, 29198
12966, 29198
48179, 13095
97747, 13095
24274, 41525
13409, 54785
13416, 50126
70899, 46526
49469, 76327
84272, 76327
13890, 32514
24068, 13934
13976, 101033
87552, 23937
23937, 103319
39911, 34186
23937, 39911
39911, 103319
61449, 14162
67816, 14225
19319, 14295
93172, 14333
48385, 14645
19534, 75864
14818, 19534
98601, 86646
86646, 14831
62018, 14835
62018, 51862
49313, 14892
14949, 20935
14949, 97262
14984, 73299
69758, 76687
15140, 76687
27389, 76687
66354, 15147
23539, 80924
23539, 15193
46795, 17103
46795, 23539
97991, 15335
15384, 62307
15396, 22292
85092, 15407
18141, 15407
15424, 21686
21686, 64920
64920, 97788
15490, 75814
74093, 49869
49869, 71673
15490, 49869
74093, 41214
49869, 41214
15916, 69407
52943, 15967
34344, 51155
15978, 51155
66977, 16100
16122, 27706
53585, 16143
16449, 54012
45244, 16484
76249, 16509
46016, 64256
65632, 98497
51139, 87613
51139, 70063
51139, 59532
98497, 59532
65632, 77330
98497, 77330
98497, 87613
65632, 51139
59532, 77330
77330, 87613
80715, 70063
59532, 87613
80715, 77330
17097, 94382
17120, 52760
52760, 83362
83362, 93964
52760, 93964
17120, 83362
61924, 93096
17460, 93096
61924, 17460
70623, 17551
18016, 72157
47220, 18044
76324, 18285
26576, 18285
76627, 52380
76627, 92915
76627, 18362
99244, 76627
41765, 76627
41765, 18362
41765, 52380
99244, 52380
52453, 56568
18480, 56568
56568, 37913
83564, 18480
44880, 37913
44880, 56568
82840, 18529
41376, 62055
65797, 102336
36834, 18996
71296, 82748
18996, 82748
71296, 18996
19048, 55230
83189, 50190
83189, 54558
19858, 26103
19987, 52340
32780, 20061
32802, 20086
20210, 35294
20365, 69407
20443, 65887
56509, 65887
20443, 56509
20465, 62022
20520, 79140
20545, 38198
20692, 91357
20788, 78566
46514, 21038
21046, 30983
21090, 24941
82444, 21198
21233, 76006
77280, 21238
22061, 36878
36878, 56528
36878, 31663
31663, 90968
77280, 90968
31663, 56528
95986, 21239
52380, 31959
21659, 97901
44292, 78439
21836, 78439
21836, 44292
21836, 73063
61082, 21836
21864, 25306
31019, 101882
90211, 100211
31019, 102425
66323, 102425
31019, 66323
66323, 61523
103482, 101882
61523, 102425
31019, 61523
22044, 23015
63081, 65110
84764, 65110
56690, 78516
56690, 36468
22368, 49779
50435, 101483
50435, 47112
101483, 22476
22554, 22973
77618, 22555
89125, 22558
98763, 22558
98763, 89125
66754, 22654
78748, 24343
57740, 35579
23044, 65535
23057, 71127
23057, 83195
23371, 30396
31562, 60437
23797, 43038
27884, 23895
23897, 82644
38954, 70061
23930, 70061
74264, 38954
